Customer ID,Gender,Age,Zip Code,Latitude,Longitude,Tenure in Months,Offer,Internet Type,Avg Monthly GB Download,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Charges,Total Extra Data Charges,Total Revenue,Customer Status
5600-KTXFM,Male,48,93004,34.278697,-119.167798,2,Offer E,Fiber Optic,19,Yes,Month-to-Month,Credit Card,69.95,143.9,0,202.1,Joined
5600-PDUJF,Male,60,90047,33.958149,-118.308441,6,None,DSL,22,Yes,Month-to-Month,Credit Card,49.5,312.7,0,473.26,Stayed
5602-BVFMK,Female,58,93526,36.869584,-118.189241,12,None,,,,One Year,Credit Card,19.3,228.75,0,730.11,Stayed
5605-IYGFG,Female,61,92276,33.849263,-116.382778,7,None,Fiber Optic,4,Yes,Month-to-Month,Bank Withdrawal,69.85,515.45,0,707.67,Stayed
5605-XNWEN,Male,77,90640,34.015217,-118.109962,72,None,,,,Two Year,Bank Withdrawal,25,1802.55,0,3860.9,Stayed
5606-AMZBO,Female,23,93560,34.903052,-118.411251,10,None,Fiber Optic,42,Yes,Month-to-Month,Credit Card,78.15,765.15,0,1145.45,Stayed
5609-CEBID,Female,77,92544,33.644585,-116.871544,20,None,Fiber Optic,12,No,Month-to-Month,Bank Withdrawal,94.1,1782.4,80,2837,Churned
5609-IMCGG,Female,44,94585,38.197907,-122.017258,15,Offer D,Fiber Optic,4,Yes,Month-to-Month,Credit Card,84.35,1302.65,0,1395.95,Stayed
5614-DNZCE,Female,56,95257,38.392686,-120.415951,58,None,DSL,16,Yes,Two Year,Credit Card,64.9,3795.45,0,5504.71,Stayed
5616-PRTNT,Male,30,92239,33.889605,-115.257009,20,None,,,,Month-to-Month,Bank Withdrawal,19.4,374.5,0,830.1,Churned
5619-PTMIK,Female,25,91945,32.733564,-117.033713,46,Offer B,DSL,82,Yes,Month-to-Month,Bank Withdrawal,53.1,2459.8,0,4517.84,Stayed
5619-XZZKR,Male,47,93454,34.943523,-120.256729,4,None,,,,One Year,Credit Card,19.95,68.2,0,95.64,Stayed
5622-UEJFI,Female,53,95430,38.445603,-123.063756,35,None,,,,Two Year,Credit Card,25.4,949.8,0,2096.05,Stayed
5624-BQSSA,Female,19,95065,37.031404,-121.981865,1,None,,,,Month-to-Month,Credit Card,20.95,20.95,0,61.43,Churned
5624-RYAMH,Female,43,95610,38.69508,-121.271616,9,None,,,,Month-to-Month,Bank Withdrawal,19.5,178.85,0,601.31,Stayed
5626-MGTUK,Female,50,91311,34.294142,-118.603883,20,None,Fiber Optic,25,No,Month-to-Month,Bank Withdrawal,89.1,1879.25,30,2388.42,Stayed
5627-TVBPP,Female,44,92315,34.242058,-116.89802,35,None,,,,One Year,Credit Card,20.1,644.5,0,1537.7,Stayed
5628-FCGYG,Male,46,92509,34.004379,-117.447864,21,None,Fiber Optic,9,Yes,Month-to-Month,Bank Withdrawal,84.1,1737.45,0,2767.5,Stayed
5628-RKIFK,Female,76,92316,34.059722,-117.39104,49,None,Fiber Optic,14,Yes,One Year,Credit Card,101.55,5070.4,0,6287.56,Stayed
5630-AHZIL,Female,51,90245,33.917145,-118.401554,3,Offer E,DSL,56,No,Month-to-Month,Bank Withdrawal,64.5,177.4,60,356.05,Joined
5630-IXDXV,Female,51,93654,36.636638,-119.421842,47,Offer B,Fiber Optic,10,Yes,Month-to-Month,Bank Withdrawal,106.35,4849.1,0,5532.48,Stayed
5639-NTUPK,Male,28,94598,37.916648,-122.008483,13,Offer D,Cable,59,Yes,Month-to-Month,Credit Card,52.1,670.65,0,919.86,Stayed
5640-CAXOA,Female,23,93602,36.991762,-119.242874,30,None,Cable,42,Yes,One Year,Credit Card,40.35,1187.05,0,1187.05,Stayed
5641-DMBFJ,Female,29,95962,39.342587,-121.249833,58,None,DSL,59,Yes,Two Year,Bank Withdrawal,84.3,4916.4,0,6730.06,Stayed
5642-MHDQT,Female,60,93250,35.666886,-119.186717,53,Offer B,,,,One Year,Bank Withdrawal,19.85,1039.45,0,1626.33,Stayed
5644-PDMZC,Female,69,93215,35.772244,-119.209689,2,None,Fiber Optic,19,Yes,Month-to-Month,Bank Withdrawal,89.5,161.5,0,256.44,Churned
5647-FXOTP,Female,71,92070,33.174725,-116.743329,60,Offer B,Fiber Optic,25,No,Month-to-Month,Bank Withdrawal,105.9,6401.25,110,8713.85,Stayed
5647-URDKA,Male,27,96101,41.468877,-120.54229,8,None,,,,Two Year,Credit Card,19.7,130.25,0,222.81,Stayed
5649-ANRML,Male,76,95930,39.562239,-121.14836,2,Offer E,Fiber Optic,20,Yes,Month-to-Month,Credit Card,95.1,180.25,0,206.17,Churned
5649-RXQTV,Male,34,95511,40.166028,-123.584144,51,Offer B,Fiber Optic,2,Yes,Month-to-Month,Bank Withdrawal,99,5038.15,0,7196.98,Stayed
5649-TJHOV,Male,68,95017,37.114335,-122.237162,27,Offer C,DSL,25,No,Month-to-Month,Bank Withdrawal,36.5,1032,30,1062,Churned
5649-VUKMC,Female,61,92126,32.886925,-117.152162,12,None,Fiber Optic,16,Yes,One Year,Mailed Check,95.5,1115.15,0,1532.87,Churned
5650-VDUDS,Female,48,93238,35.852892,-118.397782,4,Offer E,Cable,16,Yes,Month-to-Month,Mailed Check,24.25,96.05,0,96.05,Churned
5650-YLIBA,Male,60,95453,39.080469,-122.955176,31,None,Fiber Optic,12,Yes,Month-to-Month,Bank Withdrawal,81.15,2640.55,0,3944.1,Stayed
5651-CPDND,Male,45,94578,37.704384,-122.126703,10,Offer D,DSL,14,Yes,Month-to-Month,Credit Card,46,492.1,0,627.2,Stayed
5651-CRHKQ,Female,53,92139,32.677716,-117.047666,41,None,Fiber Optic,16,Yes,One Year,Bank Withdrawal,86.2,3339.05,0,3881.48,Stayed
5651-WYIPH,Female,69,95688,38.419088,-122.024568,18,None,Cable,23,Yes,One Year,Credit Card,49.85,865.75,0,1606.09,Stayed
5651-YLPRD,Female,45,94526,37.815459,-121.977203,32,None,Fiber Optic,57,No,Month-to-Month,Bank Withdrawal,86.1,2723.75,130,3706.87,Stayed
5652-MSDEY,Female,37,95685,38.432145,-120.77069,10,None,Fiber Optic,21,Yes,Month-to-Month,Mailed Check,75.75,777.3,0,1175.8,Stayed
5655-JSMZM,Male,66,93210,36.186867,-120.387793,49,Offer B,Fiber Optic,2,Yes,Month-to-Month,Bank Withdrawal,96.2,4718.25,0,6303.89,Churned
5656-JAMLX,Male,29,94904,37.946617,-122.563571,62,None,,,,Two Year,Bank Withdrawal,19.85,1253.65,0,2132.19,Stayed
5656-MJEFC,Male,48,92392,34.486835,-117.362274,42,Offer B,Cable,8,Yes,Two Year,Credit Card,48.15,2032.3,0,2032.3,Stayed
5663-QBGIS,Male,65,91011,34.234912,-118.153729,72,None,Fiber Optic,30,Yes,Two Year,Bank Withdrawal,98.35,6929.4,0,10141.32,Stayed
5666-CYCYZ,Female,21,90640,34.015217,-118.109962,24,None,Fiber Optic,52,Yes,Month-to-Month,Bank Withdrawal,89.55,2259.35,0,2693.03,Stayed
5666-MBJPT,Male,22,93304,35.339796,-119.023552,65,Offer B,,,,Two Year,Bank Withdrawal,25.1,1725,0,3052.95,Stayed
5668-MEISB,Female,57,91745,33.998471,-117.973758,72,None,Fiber Optic,14,Yes,Two Year,Credit Card,106.1,7657.4,0,8118.92,Stayed
5669-SRAIP,Female,55,94939,37.937082,-122.532369,5,Offer E,DSL,2,Yes,Month-to-Month,Bank Withdrawal,39.5,210.75,0,171.48,Churned
5671-RQRLP,Female,72,93625,36.625792,-119.672483,70,Offer A,Fiber Optic,3,Yes,Two Year,Credit Card,75.65,5411.4,0,6566.63,Stayed
5671-UUNXD,Female,79,94946,38.065359,-122.665566,50,None,Fiber Optic,23,Yes,One Year,Bank Withdrawal,100.65,5189.75,0,7018.75,Stayed
5673-FSSMF,Female,19,95315,37.422961,-120.765493,1,Offer E,Cable,59,No,Month-to-Month,Bank Withdrawal,60.15,60.15,20,113.63,Churned
5673-TIYIB,Male,34,90502,33.833181,-118.292062,2,Offer E,DSL,8,Yes,Month-to-Month,Credit Card,40.4,77.15,0,77.15,Churned
5676-CFLYY,Male,30,93601,37.375816,-119.739935,71,Offer A,Cable,59,Yes,Two Year,Credit Card,73.35,5154.5,0,6307.54,Stayed
5678-VFNEQ,Female,19,95677,38.7904,-121.236973,71,Offer A,Fiber Optic,82,Yes,One Year,Credit Card,104.1,7412.25,0,7723.94,Stayed
5680-LQOGP,Female,21,95735,38.805481,-120.13287,68,Offer A,Cable,59,No,Two Year,Credit Card,82.45,5646.6,90,6747.08,Stayed
5681-LLOEI,Male,59,91316,34.150354,-118.518292,43,None,Fiber Optic,25,Yes,One Year,Credit Card,-2,4013.8,0,5803.77,Stayed
5684-FJVYR,Female,41,93532,34.659579,-118.584212,72,Offer A,Fiber Optic,25,Yes,Two Year,Bank Withdrawal,90.35,6563.4,0,7254.6,Stayed
5685-IIXLY,Female,54,94945,38.135897,-122.563683,5,None,Fiber Optic,23,Yes,Month-to-Month,Bank Withdrawal,83.6,404.2,0,414.76,Churned
5686-CMAWK,Male,41,92131,32.89325,-117.087091,17,None,Fiber Optic,4,Yes,One Year,Bank Withdrawal,86.75,1410.25,0,2255.32,Stayed
5687-DKDTV,Female,35,90706,33.887676,-118.127289,4,None,,,,Month-to-Month,Credit Card,20.35,77.5,0,228.14,Churned
5688-KZTSN,Male,59,92121,32.898613,-117.202937,15,None,,,,Month-to-Month,Bank Withdrawal,20,288.05,0,755.15,Churned
5692-FPTAH,Female,32,95659,38.788898,-121.608624,1,None,Cable,26,Yes,Month-to-Month,Credit Card,45.4,45.4,0,83.71,Churned
5692-ICXLW,Male,75,92027,33.141265,-116.967221,31,None,Fiber Optic,24,No,Two Year,Bank Withdrawal,90.7,2845.15,100,4393.16,Stayed
5693-PIPCS,Male,29,91950,32.67102,-117.095235,41,Offer B,Fiber Optic,59,Yes,Two Year,Credit Card,99.65,4220.35,0,5107.59,Stayed
5696-CEIQJ,Male,31,92504,33.9108,-117.398153,67,Offer A,Fiber Optic,76,Yes,Two Year,Bank Withdrawal,103.15,6895.5,0,7783.92,Stayed
5696-EXCYS,Male,50,95639,38.375325,-121.507935,17,Offer D,,,,Two Year,Credit Card,19.45,369.05,0,1037.83,Stayed
5696-JVVQY,Female,56,95616,38.508735,-121.678813,48,Offer B,DSL,57,No,Two Year,Credit Card,70.1,3238.4,30,3482,Stayed
5696-QURRL,Male,31,95386,37.669516,-120.626964,1,None,DSL,26,No,Month-to-Month,Credit Card,-5,45.05,70,128.89,Churned
5697-GOMBF,Female,75,92036,32.980678,-116.262854,28,None,DSL,58,No,One Year,Bank Withdrawal,35.9,973.65,40,1013.65,Stayed
5698-BQJOH,Female,41,90211,34.063947,-118.383001,9,None,Fiber Optic,29,Yes,Month-to-Month,Bank Withdrawal,94.4,857.25,0,1102.14,Churned
5699-BNCAS,Male,79,92082,33.25283,-116.986079,71,Offer A,,,,Two Year,Credit Card,24.65,1766.75,0,2104,Stayed
5701-GUXDC,Female,24,92243,32.770393,-115.60915,26,None,DSL,51,Yes,One Year,Credit Card,35.4,978.6,0,978.6,Stayed
5701-SVCWR,Female,45,92677,33.529047,-117.701175,1,Offer E,,,,Month-to-Month,Credit Card,24,24,0,56.95,Joined
5701-YVSVF,Female,68,92028,33.362575,-117.299644,11,Offer D,Fiber Optic,2,Yes,One Year,Bank Withdrawal,82.9,880.05,0,1200.7,Stayed
5701-ZIKJE,Male,28,95569,40.363446,-123.835041,13,Offer D,DSL,59,Yes,Month-to-Month,Credit Card,50.55,610.75,0,1052.1,Stayed
5702-KVQRD,Male,34,96133,38.636052,-119.489162,71,Offer A,DSL,19,Yes,Two Year,Bank Withdrawal,82.55,5832.65,0,7835.56,Stayed
5702-SKUOB,Female,34,93722,36.78979,-119.929894,4,None,,,,Month-to-Month,Credit Card,19.6,93.45,0,210.01,Stayed
5707-ORNDZ,Male,79,95993,39.075694,-121.70606,9,Offer E,DSL,7,Yes,Month-to-Month,Bank Withdrawal,54.55,494.05,0,516.1,Churned
5707-ZMDJP,Male,61,90650,33.905963,-118.08263,53,None,DSL,16,Yes,Two Year,Credit Card,69.7,3729.6,0,5409.17,Stayed
5708-EVONK,Female,37,96016,40.936285,-121.572692,58,None,Fiber Optic,20,Yes,Month-to-Month,Bank Withdrawal,93.4,5435.6,0,5647.3,Churned
5709-LVOEQ,Female,40,94401,37.590421,-122.306467,10,None,DSL,5,Yes,Two Year,Mailed Check,80.85,808.5,0,1119.4,Stayed
5712-AHQNN,Female,36,90601,34.007353,-118.033683,43,None,Fiber Optic,12,Yes,Month-to-Month,Bank Withdrawal,91.65,3954.1,0,5095.75,Stayed
5712-PTIWW,Male,46,96056,41.10831,-121.360362,2,Offer E,Fiber Optic,2,Yes,Month-to-Month,Bank Withdrawal,79.85,152.45,0,184.73,Churned
5712-VBOXD,Female,53,93108,34.457541,-119.631072,4,Offer E,,,,Month-to-Month,Credit Card,20.15,68.45,0,73.65,Stayed
5716-EZXZN,Female,56,90743,33.728273,-118.085304,65,None,Fiber Optic,13,Yes,Two Year,Credit Card,99.05,6416.7,0,7274.7,Stayed
5716-LIBJC,Female,29,95388,37.421299,-120.599587,13,Offer D,Fiber Optic,27,Yes,One Year,Credit Card,104.15,1299.1,0,1452.21,Stayed
5724-BIDBU,Male,29,95946,39.203817,-121.19584,49,None,Cable,52,Yes,One Year,Bank Withdrawal,55.35,2633.95,0,4701.26,Stayed
5726-CVNYA,Female,44,93615,36.497895,-119.285484,8,Offer E,,,,Two Year,Credit Card,19.85,146.6,0,283.32,Stayed
5727-MYATE,Male,64,91405,34.202494,-118.448048,72,Offer A,DSL,26,Yes,Two Year,Credit Card,90.8,6397.6,0,7882.96,Stayed
5729-KLZAR,Female,22,95817,38.550722,-121.457314,4,Offer E,Fiber Optic,59,No,Month-to-Month,Bank Withdrawal,80.85,302.75,40,519.87,Churned
5730-DBDSI,Male,50,93529,37.730269,-119.055813,66,Offer A,,,,Two Year,Bank Withdrawal,19.7,1253.8,0,4259.44,Stayed
5730-RIITO,Female,73,95988,39.493991,-122.286363,43,None,DSL,18,No,Two Year,Credit Card,33.45,1500.25,40,1540.25,Stayed
5732-IKGQH,Male,79,93012,34.205504,-118.993111,52,None,Fiber Optic,11,Yes,One Year,Bank Withdrawal,104.45,5481.25,0,7509.25,Stayed
5734-EJKXG,Female,25,95944,39.564113,-120.868836,61,Offer B,Fiber Optic,42,Yes,One Year,Bank Withdrawal,118.6,7365.7,0,9731.28,Stayed
5736-YEJAX,Male,23,92543,33.739415,-116.968339,69,Offer A,DSL,46,No,Two Year,Credit Card,79.45,5502.55,80,7407.6,Stayed
5740-YHGTW,Male,62,90041,34.137412,-118.207607,70,None,Fiber Optic,53,Yes,Month-to-Month,Credit Card,97.55,6669.05,0,8935.65,Stayed
5743-KHMNA,Male,43,94705,37.858898,-122.240512,71,None,,,,Two Year,Bank Withdrawal,25.55,1898.1,0,4672.78,Stayed
5747-PMBSQ,Male,72,92126,32.886925,-117.152162,10,None,Fiber Optic,30,No,Month-to-Month,Credit Card,92.5,934.1,100,1145.3,Churned
5748-RNCJT,Male,58,95820,38.53508,-121.444144,69,Offer A,Fiber Optic,11,Yes,Two Year,Bank Withdrawal,106.5,7348.8,0,9203.52,Churned
5751-USDBL,Male,37,95728,39.279068,-120.414275,46,None,Cable,10,Yes,Two Year,Mailed Check,81,3846.35,0,5960.05,Stayed
5753-QQWPW,Female,57,92656,33.571259,-117.731917,28,Offer C,DSL,11,Yes,One Year,Bank Withdrawal,59.9,1654.7,0,1971.66,Stayed
5756-JYOJT,Female,55,92706,33.765893,-117.881533,11,None,Cable,23,Yes,One Year,Credit Card,64.9,697.25,0,752.25,Stayed
5756-OZRIO,Male,73,92504,33.9108,-117.398153,61,None,DSL,20,Yes,One Year,Bank Withdrawal,64.05,3902.6,0,5991.24,Stayed
5759-RCVCB,Female,20,92869,33.792791,-117.789749,3,Offer E,DSL,30,Yes,Month-to-Month,Credit Card,35.2,108.95,0,108.95,Churned
5760-FXFVO,Male,55,95668,38.833554,-121.498102,6,Offer E,Fiber Optic,28,Yes,Month-to-Month,Bank Withdrawal,78.95,494.95,0,672.07,Stayed
5760-IFJOZ,Male,57,93261,35.809921,-119.127437,3,None,Fiber Optic,22,Yes,Month-to-Month,Mailed Check,107.95,313.6,0,456.1,Joined
5760-WRAHC,Female,78,92336,34.136367,-117.460803,22,Offer D,DSL,28,Yes,One Year,Mailed Check,69.75,1545.4,0,2644.96,Stayed
5762-TJXGK,Female,40,95692,39.043387,-121.409837,52,Offer B,DSL,19,Yes,Two Year,Bank Withdrawal,58.75,3038.55,0,3038.55,Stayed
5766-FTRTS,Male,35,90245,33.917145,-118.401554,72,Offer A,DSL,26,Yes,Two Year,Credit Card,84.45,6033.1,0,8557.42,Stayed
5766-XQXMQ,Female,45,95970,39.424957,-122.039307,29,None,DSL,19,Yes,Month-to-Month,Bank Withdrawal,68.85,1970.5,0,2000.08,Churned
5766-ZJYBB,Male,52,94005,37.684694,-122.40712,1,None,,,,Month-to-Month,Mailed Check,-8,19.4,0,22.54,Churned
5774-QPLTF,Male,40,95317,37.127386,-120.506422,50,None,,,,One Year,Credit Card,20.35,938.95,0,2287.95,Stayed
5774-XZTQC,Female,30,90715,33.841027,-118.078097,7,Offer E,,,,Month-to-Month,Credit Card,20.45,150.75,0,191.63,Stayed
5777-KJIRB,Female,61,95736,39.00978,-120.978273,40,None,Cable,6,Yes,One Year,Credit Card,50.25,2023.55,0,2954.75,Stayed
5777-ZPQNC,Female,35,91724,34.08111,-117.853935,12,Offer D,,,,One Year,Bank Withdrawal,20.15,260.7,0,580.74,Stayed
5778-BVOFB,Female,33,92027,33.141265,-116.967221,9,Offer E,Cable,20,Yes,Month-to-Month,Bank Withdrawal,59.5,530.05,0,882.76,Stayed
5780-INQIK,Female,52,94401,37.590421,-122.306467,8,None,DSL,6,Yes,Month-to-Month,Bank Withdrawal,49.4,408.25,0,575.45,Stayed
5781-BKHOP,Female,48,94801,37.945288,-122.383941,72,Offer A,Fiber Optic,28,Yes,Two Year,Bank Withdrawal,100.65,7334.05,0,10335.01,Stayed
5781-RFZRP,Male,34,92694,33.569186,-117.640055,71,None,DSL,5,Yes,Two Year,Credit Card,73.5,5357.75,0,7799.44,Stayed
5787-KXGIY,Male,54,94303,37.45809,-122.115398,72,None,,,,Two Year,Credit Card,19.3,1304.8,0,1492.72,Stayed
5788-YPOEG,Female,41,93953,36.587497,-121.944815,34,Offer C,DSL,16,Yes,Two Year,Credit Card,84.75,2839.45,0,3148.51,Stayed
5789-LDFXO,Male,60,92309,35.28952,-116.092214,24,Offer C,,,,One Year,Bank Withdrawal,24.6,592.65,0,1728.57,Stayed
5791-KAJFD,Female,58,92662,33.606336,-117.893042,56,None,DSL,8,Yes,One Year,Bank Withdrawal,68.75,3808,0,6208.16,Stayed
5792-JALQC,Female,78,94901,37.972662,-122.491452,52,Offer B,DSL,3,Yes,Two Year,Bank Withdrawal,59.85,3103.25,0,4852.09,Stayed
5793-YOLJN,Female,53,92368,34.647959,-117.296957,55,Offer B,,,,Two Year,Credit Card,21,1210.3,0,3328.35,Stayed
5795-BKOYE,Female,47,95837,38.691607,-121.602284,69,Offer A,DSL,19,Yes,One Year,Bank Withdrawal,59.1,4134.7,0,5133.82,Stayed
5795-KTGUD,Female,61,95640,38.33788,-120.954202,68,Offer A,Fiber Optic,14,Yes,Two Year,Bank Withdrawal,110.8,7553.6,0,10729.2,Stayed
5797-APWZC,Female,41,94105,37.789168,-122.395009,1,Offer E,Fiber Optic,22,Yes,Month-to-Month,Bank Withdrawal,90.6,90.6,0,122.28,Churned
5799-JRCZO,Female,48,95960,39.423046,-120.984472,63,None,,,,Two Year,Credit Card,19.5,1215.1,0,2747.26,Stayed
5802-ADBRC,Female,57,92675,33.521447,-117.602555,50,Offer B,Fiber Optic,7,Yes,One Year,Mailed Check,104.4,5232.9,0,6272.4,Stayed
5803-NQJZO,Male,46,93305,35.391733,-118.984109,72,None,Cable,6,Yes,Two Year,Bank Withdrawal,67.8,4804.65,0,5922.09,Stayed
5804-HYIEZ,Male,40,92283,32.852947,-114.850784,70,Offer A,Fiber Optic,13,Yes,Month-to-Month,Bank Withdrawal,106.05,7554.05,0,10373.65,Stayed
5804-JMYIO,Female,40,95232,38.358464,-120.579304,39,Offer C,,,,Two Year,Credit Card,19.75,757.95,0,1378.44,Stayed
5804-LEPIM,Female,74,92122,32.85723,-117.209774,2,Offer E,Fiber Optic,10,Yes,Month-to-Month,Bank Withdrawal,70.35,139.05,0,165.39,Churned
5808-TOTXO,Female,37,94605,37.758019,-122.138678,3,None,,,,One Year,Credit Card,20.55,57.4,0,91.21,Joined
5811-IWXYM,Female,20,94558,38.489789,-122.27011,52,Offer B,Fiber Optic,52,Yes,One Year,Bank Withdrawal,101.25,5301.1,0,7630.18,Stayed
5813-UECBU,Male,78,95526,40.372532,-123.525626,33,None,Fiber Optic,2,Yes,Month-to-Month,Credit Card,83.85,2716.3,0,3987.79,Churned
5815-HGGHV,Male,45,95493,39.222323,-122.985488,20,Offer D,DSL,18,No,One Year,Credit Card,64.15,1274.45,100,2050.05,Stayed
5816-JMLGY,Female,28,96080,40.186772,-122.388361,70,None,DSL,52,Yes,Two Year,Bank Withdrawal,-4,5717.85,0,8502.45,Stayed
5816-QVHRX,Female,26,94579,37.687264,-122.15728,37,None,Fiber Optic,82,Yes,Month-to-Month,Credit Card,100.3,3541.4,0,5208.62,Stayed
5816-SCGFC,Female,73,92835,33.902211,-117.914922,7,None,Cable,18,Yes,Two Year,Credit Card,51.3,419.35,0,496.42,Stayed
5820-PTRYM,Female,75,91913,32.64164,-116.985026,56,None,Cable,18,Yes,One Year,Credit Card,68.45,4014,0,5515.92,Stayed
5821-MMEIL,Female,43,92364,35.478736,-115.516984,57,None,,,,Two Year,Bank Withdrawal,19.9,1115.6,0,3672.62,Stayed
5825-XJOCM,Male,39,96034,41.411315,-122.697236,48,None,Cable,53,Yes,One Year,Bank Withdrawal,64.4,3035.35,0,4294.87,Stayed
5827-MWCZK,Male,39,95415,39.025867,-123.381544,56,Offer B,Fiber Optic,53,Yes,Month-to-Month,Credit Card,96.95,5432.2,0,6749.32,Stayed
5828-AVIPD,Male,29,96126,39.559709,-120.345639,19,None,Fiber Optic,51,Yes,One Year,Bank Withdrawal,100.95,1875.55,0,1988.22,Churned
5828-DWPIL,Male,68,94550,37.571748,-121.659562,62,None,Fiber Optic,3,Yes,Month-to-Month,Bank Withdrawal,89.1,5618.3,0,5913.42,Stayed
5829-NVSQN,Female,38,93926,36.52588,-121.396719,23,None,DSL,29,Yes,One Year,Bank Withdrawal,68.75,1689.45,0,2411.42,Stayed
5832-EXGTT,Male,28,91501,34.188339,-118.300942,29,None,DSL,73,Yes,Month-to-Month,Credit Card,60.2,1834.15,0,1875.04,Stayed
5832-TRLPB,Male,30,95035,37.441931,-121.878502,29,None,Cable,27,Yes,One Year,Bank Withdrawal,75.35,2243.9,0,2348.67,Stayed
5832-XKAES,Male,56,96126,39.559709,-120.345639,2,Offer E,Fiber Optic,27,Yes,Month-to-Month,Credit Card,69.8,134.7,0,210.14,Churned
5834-ASPWA,Male,55,92117,32.825086,-117.199424,1,None,Fiber Optic,15,Yes,Month-to-Month,Bank Withdrawal,75.45,75.45,0,87.03,Churned
5835-BEQEU,Male,44,92027,33.141265,-116.967221,3,None,Fiber Optic,23,No,Month-to-Month,Bank Withdrawal,76.95,228.4,10,353.54,Churned
5837-LXSDN,Female,63,94508,38.542448,-122.419923,21,None,Cable,30,Yes,One Year,Credit Card,58.85,1215.45,0,1965.57,Stayed
5839-SUYVZ,Male,21,92868,33.787796,-117.875928,16,None,Fiber Optic,82,Yes,Month-to-Month,Credit Card,74.55,1170.5,0,1783.62,Stayed
5840-NVDCG,Female,32,91331,34.255442,-118.421314,16,None,Cable,30,Yes,Two Year,Bank Withdrawal,68.25,1114.85,0,1436.77,Stayed
5842-POCOP,Female,37,93554,35.405722,-117.773354,5,None,Cable,27,Yes,Month-to-Month,Mailed Check,88.9,454.15,0,662,Churned
5843-TTHGI,Female,30,94086,37.378541,-122.020456,18,None,DSL,69,No,Month-to-Month,Credit Card,50,892.7,50,1254.64,Stayed
5844-QVTAT,Female,24,92620,33.716136,-117.752574,33,Offer C,Cable,27,Yes,One Year,Credit Card,58.45,1955.4,0,2245.47,Stayed
5845-BZZIB,Male,37,93222,34.907911,-119.234281,35,None,,,,Two Year,Credit Card,20.1,655.3,0,1027.94,Stayed
5846-ABOBJ,Male,24,90034,34.030578,-118.399613,71,None,,,,Two Year,Bank Withdrawal,24.45,1730.65,0,4116.96,Stayed
5846-NEQVZ,Male,19,92691,33.611945,-117.665867,71,None,Cable,58,Yes,Two Year,Credit Card,70.85,4973.4,0,5145.93,Stayed
5846-QFDFI,Female,21,91962,32.800671,-116.483363,33,Offer C,Fiber Optic,73,Yes,Month-to-Month,Credit Card,88.6,2888.7,0,3252.03,Stayed
5847-MXBEO,Male,42,93627,36.520537,-120.118055,22,Offer D,,,,One Year,Credit Card,20.3,475.1,0,703.02,Stayed
5848-FHRFC,Female,49,90405,34.005439,-118.477507,68,Offer A,,,,Two Year,Bank Withdrawal,20.05,1386.9,0,1579.34,Stayed
5849-ASHZJ,Male,26,94306,37.416159,-122.131337,27,None,,,,One Year,Credit Card,20.05,552.9,0,1020,Stayed
5850-BDWCY,Female,64,90045,33.954017,-118.402447,6,Offer E,,,,Month-to-Month,Credit Card,20.2,123.65,0,382.73,Stayed
5854-KSRBJ,Male,31,92673,33.4725,-117.584273,70,Offer A,,,,Two Year,Credit Card,25.4,1782.05,0,2435.15,Stayed
5855-EIBDE,Female,35,95662,38.689174,-121.218435,49,None,Fiber Optic,12,Yes,Two Year,Credit Card,106.65,5174.35,0,7167.18,Stayed
5857-TYBCJ,Male,72,95620,38.392821,-121.799917,44,Offer B,Fiber Optic,30,Yes,Two Year,Bank Withdrawal,89.2,4040.2,0,4684.8,Stayed
5857-XRECV,Female,44,95336,37.830267,-121.201018,2,None,,,,One Year,Bank Withdrawal,20.5,38.25,0,100.27,Joined
5858-EAFCZ,Male,45,92377,34.156758,-117.404686,1,None,DSL,16,Yes,Month-to-Month,Credit Card,44.45,44.45,0,67.79,Joined
5859-HZYLF,Male,45,95133,37.371862,-121.860349,26,None,,,,Two Year,Credit Card,19.15,515.75,0,1655.59,Stayed
5862-BRIXZ,Male,33,93458,34.95934,-120.490081,46,Offer B,DSL,13,Yes,Two Year,Bank Withdrawal,60.75,2893.4,0,2893.4,Stayed
5863-OOKCL,Female,60,93430,35.511833,-120.918713,10,Offer D,,,,Month-to-Month,Credit Card,18.85,163.2,0,573.6,Stayed
5868-CZJDR,Male,41,95236,38.047746,-121.030499,1,Offer E,DSL,6,No,Month-to-Month,Mailed Check,31.35,31.35,80,111.35,Churned
5868-YTYKS,Male,21,95017,37.114335,-122.237162,1,Offer E,,,,Month-to-Month,Credit Card,20.25,20.25,0,67.5,Joined
5868-YWPDW,Male,76,91423,34.146957,-118.432138,6,None,Fiber Optic,25,Yes,Month-to-Month,Bank Withdrawal,84.2,519.15,0,761.79,Churned
5871-DGTXZ,Male,55,95675,38.545775,-120.743325,32,Offer C,,,,One Year,Credit Card,19.8,607.7,0,1936.34,Stayed
5872-OEQNH,Female,29,95608,38.626128,-121.328011,60,Offer B,DSL,73,Yes,One Year,Bank Withdrawal,44.45,2773.9,0,2773.9,Stayed
5875-YPQFJ,Male,51,94555,37.555473,-122.080312,1,Offer E,Fiber Optic,28,Yes,Month-to-Month,Bank Withdrawal,69.9,69.9,0,115.56,Churned
5876-HZVZM,Female,55,91792,34.024405,-117.898722,6,Offer E,Cable,20,No,Month-to-Month,Credit Card,55.9,365.35,30,482.41,Churned
